num_bdi_actions,num_rl_actions,plan_found,variation,error,bdi_score,rl_score,final_score,complete,num_plans,plan_library_size,plans_pct,eps,drrn_model_file,nli_model
9,0,1,254,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
11,0,1,255,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
11,0,1,256,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
9,0,1,257,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
11,50,1,258,True,75,0,75,False,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
11,50,1,259,True,75,0,75,False,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
11,0,1,260,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
11,0,1,261,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
11,0,1,262,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
11,0,1,263,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
11,0,1,264,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
11,0,1,265,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
11,0,1,266,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
11,0,1,267,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
9,0,1,268,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
9,0,1,269,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
5,0,1,270,False,100,0,100,True,2,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
7,0,1,271,False,100,0,100,True,2,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
7,0,1,272,False,100,0,100,True,2,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
5,0,1,273,False,100,0,100,True,2,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
7,0,1,274,False,100,0,100,True,2,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
7,0,1,275,False,100,0,100,True,2,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
9,0,1,276,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
7,0,1,277,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
7,0,1,278,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
9,0,1,279,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
7,0,1,280,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
9,0,1,281,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
9,0,1,282,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
9,0,1,283,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
9,0,1,284,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
9,0,1,285,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
9,0,1,286,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
11,0,1,287,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
11,50,1,288,True,75,0,75,False,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
11,50,1,289,True,75,0,75,False,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
9,0,1,290,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
11,0,1,291,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
11,0,1,292,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
9,0,1,293,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
11,0,1,294,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
9,0,1,295,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
11,0,1,296,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
11,0,1,297,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
11,0,1,298,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
11,0,1,299,False,100,0,100,True,3,41,100,242,models/models_task13/model-steps32000-eps242.pt,roberta-large-mnli
